scenario;scena1;prc.Striped_catfish;prc.Silver_Carp;prc.Clarias_macrocephalus;prc.Common_carp;EE.Macroinvertebrate;EE.Zooplancton;EE.Phytoplancton;EE.Feed;EE.Detritus;RDT;FCI;Profitability;n
scenario1732;1732;26;38;32;4;0.589380512;0.697749877;0.583880202;1.098989707;0.393839759;3025.136403;0.15596331;3469.813696;9
scenario17320;17320;32;2;6;60;0.543991172;0.682121782;0.550499595;1.698352482;0.382162001;3218.955238;0.153095695;3514.105585;9
scenario17321;17321;30;4;6;60;0.543492336;0.682631237;0.552109647;1.741881622;0.38401205;3129.121855;0.153519824;3461.500964;9
scenario17322;17322;28;6;6;60;0.542993499;0.683140693;0.553719699;1.791629211;0.385878422;3039.288471;0.153946262;3408.896343;9
scenario17323;17323;26;8;6;60;0.542494662;0.683650148;0.555329751;1.849030275;0.387761334;2949.455087;0.154375026;3356.291722;9
scenario17324;17324;24;10;6;60;0.541995826;0.684159603;0.556939803;1.915998183;0.389661007;2859.621704;0.154806134;3303.687101;9
scenario17325;17325;22;12;6;60;0.541496989;0.684669058;0.558549855;1.995142074;0.391577666;2769.78832;0.155239606;3251.08248;9
scenario17326;17326;20;14;6;60;0.540998153;0.685178513;0.560159907;2.090114743;0.393511539;2679.954936;0.15567546;3198.477859;9
scenario17327;17327;18;16;6;60;0.540499316;0.685687969;0.561769959;2.20619245;0.39546286;2590.121553;0.156113714;3145.873238;9
scenario17328;17328;16;18;6;60;0.540000479;0.686197424;0.563380011;2.351289583;0.397431865;2500.288169;0.156554388;3093.268617;9
scenario17329;17329;14;20;6;60;0.539501643;0.686706879;0.564990063;2.537843041;0.399418797;2410.454785;0.156997501;3040.663996;9
scenario1733;1733;24;40;32;4;0.588881676;0.698259333;0.585490254;1.103454235;0.39583014;2935.30302;0.156409747;3417.209075;9
scenario17330;17330;12;22;6;60;0.539002806;0.687216334;0.566600115;2.786580984;0.4014239;2320.621402;0.157443073;2988.059375;9
scenario17331;17331;10;24;6;60;0.53850397;0.687725789;0.568210167;3.134814105;0.403447426;2230.788018;0.157891122;2935.454754;9
scenario17332;17332;8;26;6;60;0.538005133;0.688235245;0.569820219;3.657163786;0.40548963;2140.954634;0.158341669;2882.850133;9
scenario17333;17333;6;28;6;60;0.537506296;0.6887447;0.571430271;4.527746587;0.407550771;2051.121251;0.158794734;2830.245513;9
scenario17334;17334;4;30;6;60;0.53700746;0.689254155;0.573040324;6.26891219;0.409631114;1961.287867;0.159250337;2777.640892;9
scenario17335;17335;2;32;6;60;0.536508623;0.68976361;0.574650376;11.492409;0.411730929;1871.454483;0.159708498;2725.036271;9
scenario17336;17336;30;2;8;60;0.558432243;0.686423267;0.550803517;1.741881622;0.384391955;3165.678916;0.153149438;3516.336556;9
scenario17337;17337;28;4;8;60;0.557933407;0.686932722;0.552413569;1.791629211;0.386261337;3075.845533;0.153574834;3463.731936;9
scenario17338;17338;26;6;8;60;0.55743457;0.687442177;0.554023621;1.849030275;0.388147297;2986.012149;0.154002551;3411.127315;9
scenario17339;17339;24;8;8;60;0.556935733;0.687951633;0.555633673;1.915998183;0.390050057;2896.178765;0.154432607;3358.522694;9
scenario1734;1734;22;42;32;4;0.588382839;0.698768788;0.587100307;1.108730494;0.397838909;2845.469636;0.156858691;3364.604454;9
scenario17340;17340;22;10;8;60;0.556436897;0.688461088;0.557243725;1.995142074;0.391969843;2806.345382;0.154865022;3305.918073;9
scenario17341;17341;20;12;8;60;0.55593806;0.688970543;0.558853777;2.090114743;0.393906884;2716.511998;0.155299812;3253.313452;9
scenario17342;17342;18;14;8;60;0.555439224;0.689479998;0.560463829;2.20619245;0.395861414;2626.678615;0.155736998;3200.708831;9
scenario17343;17343;16;16;8;60;0.554940387;0.689989454;0.562073881;2.351289583;0.397833671;2536.845231;0.156176598;3148.10421;9
scenario17344;17344;14;18;8;60;0.55444155;0.690498909;0.563683934;2.537843041;0.399823896;2447.011847;0.156618631;3095.499589;9
scenario17345;17345;12;20;8;60;0.553942714;0.691008364;0.565293986;2.786580984;0.401832337;2357.178464;0.157063116;3042.894968;9
scenario17346;17346;10;22;8;60;0.553443877;0.691517819;0.566904038;3.134814105;0.403859245;2267.34508;0.157510074;2990.290347;9
scenario17347;17347;8;24;8;60;0.552945041;0.692027274;0.56851409;3.657163786;0.405904876;2177.511696;0.157959524;2937.685726;9
scenario17348;17348;6;26;8;60;0.552446204;0.69253673;0.570124142;4.527746587;0.40796949;2087.678313;0.158411486;2885.081105;9
scenario17349;17349;4;28;8;60;0.551947367;0.693046185;0.571734194;6.26891219;0.410053353;1997.844929;0.158865981;2832.476484;9
scenario1735;1735;20;44;32;4;0.587884003;0.699278243;0.588710359;1.115062005;0.399866321;2755.636252;0.157310162;3311.999833;9
scenario17350;17350;2;30;8;60;0.551448531;0.69355564;0.573344246;11.492409;0.412156735;1908.011545;0.159323027;2779.871863;9
scenario17351;17351;28;2;10;60;0.572873314;0.690724752;0.551107439;1.791629211;0.386644799;3112.402595;0.153204158;3518.567528;9
scenario17352;17352;26;4;10;60;0.572374478;0.691234207;0.552717491;1.849030275;0.388533814;3022.569211;0.153630831;3465.962907;9
scenario17353;17353;24;6;10;60;0.571875641;0.691743662;0.554327544;1.915998183;0.390439668;2932.735827;0.154059839;3413.358286;9
scenario17354;17354;22;8;10;60;0.571376804;0.692253118;0.555937596;1.995142074;0.392362588;2842.902444;0.154491198;3360.753666;9
scenario17355;17355;20;10;10;60;0.570877968;0.692762573;0.557547648;2.090114743;0.394302804;2753.06906;0.154924929;3308.149045;9
scenario17356;17356;18;12;10;60;0.570379131;0.693272028;0.5591577;2.20619245;0.39626055;2663.235676;0.155361049;3255.544424;9
scenario17357;17357;16;14;10;60;0.569880295;0.693781483;0.560767752;2.351289583;0.398236066;2573.402293;0.155799578;3202.939803;9
scenario17358;17358;14;16;10;60;0.569381458;0.694290938;0.562377804;2.537843041;0.400229593;2483.568909;0.156240535;3150.335182;9
scenario17359;17359;12;18;10;60;0.568882621;0.694800394;0.563987856;2.786580984;0.402241379;2393.735525;0.156683938;3097.730561;9
scenario1736;1736;18;46;32;4;0.587385166;0.699787698;0.590320411;1.122800519;0.401912637;2665.802869;0.157764181;3259.395212;9
scenario17360;17360;10;20;10;60;0.568383785;0.695309849;0.565597908;3.134814105;0.404271677;2303.902142;0.157129808;3045.12594;9
scenario17361;17361;8;22;10;60;0.567884948;0.695819304;0.56720796;3.657163786;0.406320743;2214.068758;0.157578165;2992.521319;9
scenario17362;17362;6;24;10;60;0.567386112;0.696328759;0.568818012;4.527746587;0.408388838;2124.235375;0.158029028;2939.916698;9
scenario17363;17363;4;26;10;60;0.566887275;0.696838214;0.570428064;6.26891219;0.410476229;2034.401991;0.158482417;2887.312077;9
scenario17364;17364;2;28;10;60;0.566388438;0.69734767;0.572038116;11.492409;0.412583188;1944.568607;0.158938353;2834.707456;9
scenario17365;17365;26;2;12;60;0.587314385;0.695026237;0.551411362;1.849030275;0.388920886;3059.126273;0.153259865;3520.7985;9
scenario17366;17366;24;4;12;60;0.586815548;0.695535692;0.553021414;1.915998183;0.390829841;2969.292889;0.153687826;3468.193879;9
scenario17367;17367;22;6;12;60;0.586316712;0.696045147;0.554631466;1.995142074;0.392755902;2879.459506;0.154118135;3415.589258;9
scenario17368;17368;20;8;12;60;0.585817875;0.696554602;0.556241518;2.090114743;0.3946993;2789.626122;0.154550809;3362.984637;9
scenario17369;17369;18;10;12;60;0.585319039;0.697064058;0.55785157;2.20619245;0.39666027;2699.792738;0.154985867;3310.380016;9
scenario1737;1737;16;48;32;4;0.586886329;0.700297154;0.591930463;1.132473661;0.403978123;2575.969485;0.158220769;3206.790591;9
scenario17370;17370;16;12;12;60;0.584820202;0.697573513;0.559461622;2.351289583;0.398639051;2609.959355;0.155423329;3257.775396;9
scenario17371;17371;14;14;12;60;0.584321365;0.698082968;0.561071674;2.537843041;0.400635888;2520.125971;0.155863212;3205.170775;9
scenario17372;17372;12;16;12;60;0.583822529;0.698592423;0.562681726;2.786580984;0.402651027;2430.292587;0.156305537;3152.566154;9
scenario17373;17373;10;18;12;60;0.583323692;0.699101879;0.564291778;3.134814105;0.404684722;2340.459204;0.156750323;3099.961533;9
scenario17374;17374;8;20;12;60;0.582824856;0.699611334;0.56590183;3.657163786;0.406737231;2250.62582;0.157197589;3047.356912;9
scenario17375;17375;6;22;12;60;0.582326019;0.700120789;0.567511882;4.527746587;0.408808816;2160.792436;0.157647356;2994.752291;9
scenario17376;17376;4;24;12;60;0.581827183;0.700630244;0.569121934;6.26891219;0.410899744;2070.959053;0.158099643;2942.14767;9
scenario17377;17377;2;26;12;60;0.581328346;0.701139699;0.570731986;11.492409;0.413010287;1981.125669;0.158554472;2889.543049;9
scenario17378;17378;24;2;14;60;0.601755456;0.699327722;0.551715284;1.915998183;0.391220577;3005.849951;0.153316569;3523.029472;9
scenario17379;17379;22;4;14;60;0.601256619;0.699837177;0.553325336;1.995142074;0.393149787;2916.016567;0.15374583;3470.424851;9
scenario1738;1738;14;50;32;4;0.586387493;0.700806609;0.593540515;1.144910559;0.406063049;2486.136101;0.158679945;3154.18597;9
scenario17380;17380;20;6;14;60;0.600757783;0.700346632;0.554935388;2.090114743;0.395096374;2826.183184;0.154177451;3417.82023;9
scenario17381;17381;18;8;14;60;0.600258946;0.700856087;0.55654544;2.20619245;0.397060575;2736.3498;0.15461145;3365.215609;9
scenario17382;17382;16;10;14;60;0.59976011;0.701365543;0.558155492;2.351289583;0.39904263;2646.516416;0.155047847;3312.610988;9
scenario17383;17383;14;12;14;60;0.599261273;0.701874998;0.559765544;2.537843041;0.401042782;2556.683033;0.155486661;3260.006367;9
scenario17384;17384;12;14;14;60;0.598762436;0.702384453;0.561375596;2.786580984;0.403061282;2466.849649;0.15592791;3207.401747;9
scenario17385;17385;10;16;14;60;0.5982636;0.702893908;0.562985648;3.134814105;0.405098383;2377.016266;0.156371615;3154.797126;9
scenario17386;17386;8;18;14;60;0.597764763;0.703403363;0.564595701;3.657163786;0.407154343;2287.182882;0.156817795;3102.192505;9
scenario17387;17387;6;20;14;60;0.597265927;0.703912819;0.566205753;4.527746587;0.409229426;2197.349498;0.157266469;3049.587884;9
scenario17388;17388;4;22;14;60;0.59676709;0.704422274;0.567815805;6.26891219;0.411323899;2107.516115;0.157717659;2996.983263;9
scenario17389;17389;2;24;14;60;0.596268253;0.704931729;0.569425857;11.492409;0.413438035;2017.682731;0.158171383;2944.378642;9
scenario1739;1739;12;52;32;4;0.585888656;0.701316064;0.595150567;1.161493088;0.408167692;2396.302718;0.159141733;3101.581349;9
scenario17390;17390;22;2;16;60;0.616196527;0.703629207;0.552019206;1.995142074;0.393544243;2952.573629;0.153374282;3525.260444;9
scenario17391;17391;20;4;16;60;0.61569769;0.704138662;0.553629258;2.090114743;0.395494027;2862.740246;0.153804853;3472.655823;9
scenario17392;17392;18;6;16;60;0.615198854;0.704648117;0.555239311;2.20619245;0.397461466;2772.906862;0.154237797;3420.051202;9
scenario17393;17393;16;8;16;60;0.614700017;0.705157572;0.556849363;2.351289583;0.399446801;2683.073478;0.154673133;3367.446581;9
scenario17394;17394;14;10;16;60;0.614201181;0.705667027;0.558459415;2.537843041;0.401450279;2593.240095;0.15511088;3314.84196;9
scenario17395;17395;12;12;16;60;0.613702344;0.706176483;0.560069467;2.786580984;0.403472147;2503.406711;0.155551058;3262.237339;9
scenario17396;17396;10;14;16;60;0.613203507;0.706685938;0.561679519;3.134814105;0.405512661;2413.573327;0.155993685;3209.632718;9
scenario17397;17397;8;16;16;60;0.612704671;0.707195393;0.563289571;3.657163786;0.407572081;2323.739944;0.156438781;3157.028097;9
scenario17398;17398;6;18;16;60;0.612205834;0.707704848;0.564899623;4.527746587;0.409650669;2233.90656;0.156886367;3104.423477;9
scenario17399;17399;4;20;16;60;0.611706998;0.708214304;0.566509675;6.26891219;0.411748694;2144.073176;0.157336462;3051.818856;9
scenario174;174;18;72;8;2;0.402844384;0.653026319;0.607620044;1.08410795;0.397000019;2212.848109;0.162563179;2579.963072;9
scenario1740;1740;10;54;32;4;0.58538982;0.701825519;0.596760619;1.184708629;0.410292331;2306.469334;0.159606152;3048.976729;9
scenario17400;17400;2;22;16;60;0.611208161;0.708723759;0.568119727;11.492409;0.413866432;2054.239793;0.157789086;2999.214235;9
scenario17401;17401;20;2;18;60;0.630637598;0.707930691;0.552323129;2.090114743;0.395892259;2899.297308;0.153433014;3527.491416;9
scenario17402;17402;18;4;18;60;0.630138761;0.708440147;0.553933181;2.20619245;0.397862944;2809.463924;0.153864906;3474.886795;9
scenario17403;17403;16;6;18;60;0.629639925;0.708949602;0.555543233;2.351289583;0.399851568;2719.63054;0.154299184;3422.282174;9
scenario17404;17404;14;8;18;60;0.629141088;0.709459057;0.557153285;2.537843041;0.401858377;2629.797157;0.154735868;3369.677553;9
scenario17405;17405;12;10;18;60;0.628642252;0.709968512;0.558763337;2.786580984;0.403883622;2539.963773;0.155174977;3317.072932;9
scenario17406;17406;10;12;18;60;0.628143415;0.710477968;0.560373389;3.134814105;0.405927558;2450.130389;0.15561653;3264.468311;9
scenario17407;17407;8;14;18;60;0.627644578;0.710987423;0.561983441;3.657163786;0.407990444;2360.297006;0.156060546;3211.86369;9
scenario17408;17408;6;16;18;60;0.627145742;0.711496878;0.563593493;4.527746587;0.410072546;2270.463622;0.156507046;3159.259069;9
scenario17409;17409;4;18;18;60;0.626646905;0.712006333;0.565203545;6.26891219;0.412174133;2180.630238;0.15695605;3106.654448;9
scenario1741;1741;8;56;32;4;0.584890983;0.702334974;0.598370671;1.219531941;0.412437254;2216.635951;0.160073225;2996.372108;9
scenario17410;17410;2;20;18;60;0.626148069;0.712515788;0.566813597;11.492409;0.414295481;2090.796855;0.157407577;3054.049827;9
scenario17411;17411;18;2;20;60;0.645078669;0.712232176;0.552627051;2.20619245;0.398265011;2846.020986;0.153492775;3529.722388;9
scenario17412;17412;16;4;20;60;0.644579832;0.712741632;0.554237103;2.351289583;0.400256931;2756.187602;0.153925999;3477.117767;9
scenario17413;17413;14;6;20;60;0.644080996;0.713251087;0.555847155;2.537843041;0.40226708;2666.354218;0.154361623;3424.513146;9
scenario17414;17414;12;8;20;60;0.643582159;0.713760542;0.557457207;2.786580984;0.404295709;2576.520835;0.154799667;3371.908525;9
scenario17415;17415;10;10;20;60;0.643083323;0.714269997;0.559067259;3.134814105;0.406343073;2486.687451;0.155240149;3319.303904;9
scenario17416;17416;8;12;20;60;0.642584486;0.714779452;0.560677311;3.657163786;0.408409435;2396.854067;0.155683089;3266.699283;9
scenario17417;17417;6;14;20;60;0.642085649;0.715288908;0.562287363;4.527746587;0.410495059;2307.020684;0.156128507;3214.094662;9
scenario17418;17418;4;16;20;60;0.641586813;0.715798363;0.563897415;6.26891219;0.412600216;2217.1873;0.156576422;3161.490041;9
scenario17419;17419;2;18;20;60;0.641087976;0.716307818;0.565507467;11.492409;0.414725182;2127.353917;0.157026856;3108.88542;9
scenario1742;1742;6;58;32;4;0.584392146;0.70284443;0.599980723;1.277570795;0.414602753;2126.802567;0.160542973;2943.767487;9
scenario17420;17420;16;2;22;60;0.65951974;0.716533661;0.552930973;2.351289583;0.400662892;2792.744664;0.153553576;3531.95336;9
scenario17421;17421;14;4;22;60;0.659020903;0.717043116;0.554541025;2.537843041;0.402676388;2702.91128;0.153988144;3479.348739;9
scenario17422;17422;12;6;22;60;0.658522067;0.717552572;0.556151077;2.786580984;0.404708408;2613.077897;0.154425125;3426.744118;9
scenario17423;17423;10;8;22;60;0.65802323;0.718062027;0.55776113;3.134814105;0.40675921;2523.244513;0.15486454;3374.139497;9
scenario17424;17424;8;10;22;60;0.657524394;0.718571482;0.559371182;3.657163786;0.408829055;2433.411129;0.155306407;3321.534876;9
scenario17425;17425;6;12;22;60;0.657025557;0.719080937;0.560981234;4.527746587;0.41091821;2343.577746;0.155750746;3268.930255;9
scenario17426;17426;4;14;22;60;0.65652672;0.719590393;0.562591286;6.26891219;0.413026945;2253.744362;0.156197577;3216.325634;9
scenario17427;17427;2;16;22;60;0.656027884;0.720099848;0.564201338;11.492409;0.415155538;2163.910978;0.156646921;3163.721013;9
scenario17428;17428;14;2;24;60;0.673960811;0.720835146;0.553234896;2.537843041;0.403086302;2739.468342;0.153615429;3534.184331;9
scenario17429;17429;12;4;24;60;0.673461974;0.721344601;0.554844948;2.786580984;0.405121722;2649.634959;0.154051352;3481.579711;9
scenario1743;1743;4;60;32;4;0.58389331;0.703353885;0.601590775;1.393648502;0.416789124;2036.969183;0.161015418;2891.162866;9
scenario17430;17430;10;6;24;60;0.672963138;0.721854057;0.556455;3.134814105;0.407175969;2559.801575;0.154489702;3428.97509;9
scenario17431;17431;8;8;24;60;0.672464301;0.722363512;0.558065052;3.657163786;0.409249306;2469.968191;0.154930499;3376.370469;9
scenario17432;17432;6;10;24;60;0.671965465;0.722872967;0.559675104;4.527746587;0.411341999;2380.134808;0.155373763;3323.765848;9
scenario17433;17433;4;12;24;60;0.671466628;0.723382422;0.561285156;6.26891219;0.413454321;2290.301424;0.155819513;3271.161227;9
scenario17434;17434;2;14;24;60;0.670967791;0.723891877;0.562895208;11.492409;0.41558655;2200.46804;0.15626777;3218.556606;9
scenario17435;17435;12;2;26;60;0.688401882;0.725136631;0.553538818;2.786580984;0.405535652;2686.19202;0.153678344;3536.415303;9
scenario17436;17436;10;4;26;60;0.687903045;0.725646086;0.55514887;3.134814105;0.407593352;2596.358637;0.154115633;3483.810682;9
scenario17437;17437;8;6;26;60;0.687404209;0.726155541;0.556758922;3.657163786;0.409670188;2506.525253;0.154555364;3431.206061;9
scenario17438;17438;6;8;26;60;0.686905372;0.726664997;0.558368974;4.527746587;0.411766429;2416.691869;0.154997556;3378.601441;9
scenario17439;17439;4;10;26;60;0.686406536;0.727174452;0.559979026;6.26891219;0.413882346;2326.858486;0.155442229;3325.99682;9
scenario1744;1744;2;62;32;4;0.583394473;0.70386334;0.603200827;1.741881622;0.418996671;1947.1358;0.161490582;2838.558245;9
scenario17440;17440;2;12;26;60;0.685907699;0.727683907;0.561589078;11.492409;0.416018219;2237.025102;0.155889402;3273.392199;9
scenario17441;17441;10;2;28;60;0.702842953;0.729438116;0.55384274;3.134814105;0.408011361;2632.915699;0.153742332;3538.646275;9
scenario17442;17442;8;4;28;60;0.702344116;0.729947571;0.555452792;3.657163786;0.410091704;2543.082315;0.154181;3486.041654;9
scenario17443;17443;6;6;28;60;0.70184528;0.730457026;0.557062844;4.527746587;0.4121915;2453.248931;0.154622123;3433.437033;9
scenario17444;17444;4;8;28;60;0.701346443;0.730966482;0.558672896;6.26891219;0.414311021;2363.415548;0.155065722;3380.832412;9
scenario17445;17445;2;10;28;60;0.700847606;0.731475937;0.560282949;11.492409;0.416450547;2273.582164;0.155511816;3328.227791;9
scenario17446;17446;8;2;30;60;0.717284024;0.733739601;0.554146663;3.657163786;0.410513855;2579.639377;0.153807405;3540.877247;9
scenario17447;17447;6;4;30;60;0.716785187;0.734249056;0.555756715;4.527746587;0.412617214;2489.805993;0.154247464;3488.272626;9
scenario17448;17448;4;6;30;60;0.716286351;0.734758511;0.557366767;6.26891219;0.414740347;2399.97261;0.154689991;3435.668005;9
scenario17449;17449;2;8;30;60;0.715787514;0.735267966;0.558976819;11.492409;0.416883535;2310.139226;0.155135009;3383.063384;9
scenario1745;1745;60;2;34;4;0.612800642;0.692881168;0.555203188;1.068630923;0.362942139;4588.860987;0.148385957;4418.927844;9
scenario17450;17450;6;2;32;60;0.731725095;0.738041086;0.554450585;4.527746587;0.413043573;2526.363055;0.153873575;3543.108219;9
scenario17451;17451;4;4;32;60;0.731226258;0.738550541;0.556060637;6.26891219;0.415170327;2436.529671;0.154315036;3490.503598;9
scenario17452;17452;2;6;32;60;0.730727422;0.739059996;0.557670689;11.492409;0.417317185;2346.696288;0.15475898;3437.898977;9
scenario17453;17453;4;2;34;60;0.746166166;0.742342571;0.554754507;6.26891219;0.415600961;2473.086733;0.153940853;3545.339191;9
scenario17454;17454;2;4;34;60;0.745667329;0.742852026;0.556364559;11.492409;0.417751498;2383.25335;0.154383728;3492.73457;9
scenario17455;17455;2;2;36;60;0.760607237;0.746644055;0.55505843;11.492409;0.418186476;2419.810411;0.15400925;3547.570163;9
scenario17456;17456;34;2;2;62;0.519872085;0.675285291;0.549875726;1.680428719;0.379557594;3249.944516;0.153196941;3478.444046;9
scenario17457;17457;32;4;2;62;0.519373248;0.675794746;0.551485778;1.720117052;0.381384131;3160.111132;0.153619902;3425.839425;9
scenario17458;17458;30;6;2;62;0.518874411;0.676304201;0.55309583;1.765097164;0.383226677;3070.277748;0.154045157;3373.234804;9
scenario17459;17459;28;8;2;62;0.518375575;0.676813657;0.554705882;1.816503005;0.385085444;2980.444365;0.154472724;3320.630183;9
scenario1746;1746;58;4;34;4;0.612301805;0.693390624;0.55681324;1.069431458;0.364657645;4499.027604;0.148791719;4366.323224;9
scenario17460;17460;26;10;2;62;0.517876738;0.677323112;0.556315934;1.875817438;0.386960647;2890.610981;0.154902621;3268.025562;9
scenario17461;17461;24;12;2;62;0.517377902;0.677832567;0.557925986;1.945017609;0.388852505;2800.777597;0.155334867;3215.420941;9
scenario17462;17462;22;14;2;62;0.516879065;0.678342022;0.559536038;2.02679963;0.39076124;2710.944214;0.15576948;3162.81632;9
scenario17463;17463;20;16;2;62;0.516380228;0.678851477;0.56114609;2.124938055;0.39268708;2621.11083;0.156206479;3110.2117;9
scenario17464;17464;18;18;2;62;0.515881392;0.679360933;0.562756142;2.244885019;0.394630255;2531.277446;0.156645882;3057.607079;9
scenario17465;17465;16;20;2;62;0.515382555;0.679870388;0.564366194;2.394818723;0.396591001;2441.444063;0.157087708;3005.002458;9
scenario17466;17466;14;22;2;62;0.514883719;0.680379843;0.565976246;2.58759063;0.398569557;2351.610679;0.157531978;2952.397837;9
scenario17467;17467;12;24;2;62;0.514384882;0.680889298;0.567586298;2.844619838;0.400566167;2261.777295;0.157978709;2899.793216;9
scenario17468;17468;10;26;2;62;0.513886045;0.681398754;0.56919635;3.204460729;0.402581079;2171.943912;0.158427922;2847.188595;9
scenario17469;17469;8;28;2;62;0.513387209;0.681908209;0.570806403;3.744222066;0.404614545;2082.110528;0.158879638;2794.583974;9
scenario1747;1747;56;6;34;4;0.611802969;0.693900079;0.558423292;1.070289176;0.366387855;4409.19422;0.149199668;4313.718603;9
scenario17470;17470;6;30;2;62;0.512888372;0.682417664;0.572416455;4.643824294;0.406666824;1992.277144;0.159333874;2741.979353;9
scenario17471;17471;4;32;2;62;0.512389536;0.682927119;0.574026507;6.44302875;0.408738177;1902.443761;0.159790653;2689.374732;9
scenario17472;17472;2;34;2;62;0.511890699;0.683436574;0.575636559;11.84064212;0.410828873;1812.610377;0.160249994;2636.770111;9
scenario17473;17473;32;2;4;62;0.534313156;0.679586776;0.550179648;1.720117052;0.381759685;3196.668194;0.153249321;3480.675018;9
scenario17474;17474;30;4;4;62;0.533814319;0.680096231;0.5517897;1.765097164;0.383605185;3106.83481;0.153673534;3428.070397;9
scenario17475;17475;28;6;4;62;0.533315482;0.680605686;0.553399752;1.816503005;0.385466943;3017.001426;0.154100055;3375.465776;9
scenario17476;17476;26;8;4;62;0.532816646;0.681115141;0.555009804;1.875817438;0.387345175;2927.168043;0.1545289;3322.861155;9
scenario17477;17477;24;10;4;62;0.532317809;0.681624597;0.556619856;1.945017609;0.389240101;2837.334659;0.154960089;3270.256534;9
scenario17478;17478;22;12;4;62;0.531818973;0.682134052;0.558229908;2.02679963;0.391151944;2747.501276;0.155393639;3217.651913;9
scenario17479;17479;20;14;4;62;0.531320136;0.682643507;0.55983996;2.124938055;0.393080932;2657.667892;0.155829569;3165.047292;9
scenario1748;1748;54;8;34;4;0.611304132;0.694409534;0.560033344;1.071210427;0.368132959;4319.360836;0.149609823;4261.113982;9
scenario17480;17480;18;16;4;62;0.530821299;0.683152962;0.561450013;2.244885019;0.395027297;2567.834508;0.156267898;3112.442671;9
scenario17481;17481;16;18;4;62;0.530322463;0.683662418;0.563060065;2.394818723;0.396991273;2478.001125;0.156708645;3059.838051;9
scenario17482;17482;14;20;4;62;0.529823626;0.684171873;0.564670117;2.58759063;0.398973103;2388.167741;0.157151829;3007.23343;9
scenario17483;17483;12;22;4;62;0.52932479;0.684681328;0.566280169;2.844619838;0.400973029;2298.334357;0.15759747;2954.628809;9
scenario17484;17484;10;24;4;62;0.528825953;0.685190783;0.567890221;3.204460729;0.402991301;2208.500974;0.158045586;2902.024188;9
scenario17485;17485;8;26;4;62;0.528327116;0.685700238;0.569500273;3.744222066;0.405028173;2118.66759;0.158496199;2849.419567;9
scenario17486;17486;6;28;4;62;0.52782828;0.686209694;0.571110325;4.643824294;0.407083903;2028.834206;0.158949328;2796.814946;9
scenario17487;17487;4;30;4;62;0.527329443;0.686719149;0.572720377;6.44302875;0.409158753;1939.000823;0.159404992;2744.210325;9
scenario17488;17488;2;32;4;62;0.526830607;0.687228604;0.574330429;11.84064212;0.411252993;1849.167439;0.159863213;2691.605704;9
scenario17489;17489;30;2;6;62;0.548754227;0.683888261;0.550483571;1.765097164;0.383984229;3143.391872;0.153302661;3482.90599;9
scenario1749;1749;52;10;34;4;0.610805296;0.694918989;0.561643396;1.072202544;0.369893151;4229.527453;0.1500222;4208.509361;9
scenario17490;17490;28;4;6;62;0.54825539;0.684397716;0.552093623;1.816503005;0.385848985;3053.558488;0.153728139;3430.301369;9
scenario17491;17491;26;6;6;62;0.547756553;0.684907171;0.553703675;1.875817438;0.387730253;2963.725105;0.154155935;3377.696748;9
scenario17492;17492;24;8;6;62;0.547257717;0.685416626;0.555313727;1.945017609;0.389628254;2873.891721;0.15458607;3325.092127;9
scenario17493;17493;22;10;6;62;0.54675888;0.685926082;0.556923779;2.02679963;0.391543212;2784.058337;0.15501856;3272.487506;9
scenario17494;17494;20;12;6;62;0.546260044;0.686435537;0.558533831;2.124938055;0.393475356;2694.224954;0.155453425;3219.882885;9
scenario17495;17495;18;14;6;62;0.545761207;0.686944992;0.560143883;2.244885019;0.395424916;2604.39157;0.155890684;3167.278264;9
scenario17496;17496;16;16;6;62;0.54526237;0.687454447;0.561753935;2.394818723;0.397392131;2514.558186;0.156330355;3114.673643;9
scenario17497;17497;14;18;6;62;0.544763534;0.687963902;0.563363987;2.58759063;0.399377241;2424.724803;0.156772457;3062.069022;9
scenario17498;17498;12;20;6;62;0.544264697;0.688473358;0.564974039;2.844619838;0.401380492;2334.891419;0.15721701;3009.464401;9
scenario17499;17499;10;22;6;62;0.543765861;0.688982813;0.566584091;3.204460729;0.403402132;2245.058036;0.157664034;2956.859781;9
scenario175;175;16;74;8;2;0.402345547;0.653535774;0.609230096;1.088944521;0.399025805;2123.014725;0.163034041;2527.358452;9
scenario1750;1750;50;12;34;4;0.610306459;0.695428445;0.563253448;1.073274031;0.371668627;4139.694069;0.150436816;4155.90474;9
scenario17500;17500;8;24;6;62;0.543267024;0.689492268;0.568194143;3.744222066;0.405442417;2155.224652;0.158113547;2904.25516;9
scenario17501;17501;6;26;6;62;0.542768187;0.690001723;0.569804195;4.643824294;0.407501606;2065.391268;0.158565571;2851.650539;9
scenario17502;17502;4;28;6;62;0.542269351;0.690511179;0.571414247;6.44302875;0.409579963;1975.557885;0.159020125;2799.045918;9
scenario17503;17503;2;30;6;62;0.541770514;0.691020634;0.573024299;11.84064212;0.411677755;1885.724501;0.15947723;2746.441297;9
scenario17504;17504;28;2;8;62;0.563195298;0.688189746;0.550787493;1.816503005;0.386231572;3090.11555;0.153356974;3485.136962;9
scenario17505;17505;26;4;8;62;0.562696461;0.688699201;0.552397545;1.875817438;0.388115883;3000.282167;0.153783725;3432.532341;9
