scenario;scena1;prc.Striped_catfish;prc.Silver_Carp;prc.Clarias_macrocephalus;prc.Common_carp;EE.Macroinvertebrate;EE.Zooplancton;EE.Phytoplancton;EE.Feed;EE.Detritus;RDT;FCI;Profitability;n
scenario13223;13223;22;24;20;34;0.577671759;0.694871961;0.57054594;1.58359384;0.3948198;2840.177526;0.155556635;3356.66629;9
scenario13224;13224;20;26;20;34;0.577172922;0.695381417;0.572155992;1.637411686;0.396799275;2750.344143;0.155998276;3304.061669;9
scenario13225;13225;18;28;20;34;0.576674086;0.695890872;0.573766044;1.703189053;0.398796894;2660.510759;0.156442378;3251.457048;9
scenario13226;13226;16;30;20;34;0.576175249;0.696400327;0.575376096;1.785410762;0.400812909;2570.677375;0.156888958;3198.852427;9
scenario13227;13227;14;32;20;34;0.575676413;0.696909782;0.576986148;1.891124388;0.402847575;2480.843992;0.157338038;3146.247806;9
scenario13228;13228;12;34;20;34;0.575177576;0.697419237;0.5785962;2.03207589;0.404901151;2391.010608;0.157789638;3093.643185;9
scenario13229;13229;10;36;20;34;0.574678739;0.697928693;0.580206252;2.229407991;0.406973902;2301.177224;0.158243777;3041.038564;9
scenario1323;1323;52;34;10;4;0.431526405;0.649414633;0.577316953;1.072202544;0.365564199;3790.84271;0.154351644;3550.482247;9
scenario13230;13230;8;38;20;34;0.574179903;0.698438148;0.581816304;2.525406144;0.409066099;2211.343841;0.158700477;2988.433943;9
scenario13231;13231;6;40;20;34;0.573681066;0.698947603;0.583426356;3.018736398;0.411178016;2121.510457;0.159159758;2935.829322;9
scenario13232;13232;4;42;20;34;0.57318223;0.699457058;0.585036408;4.005396906;0.413309934;2031.677074;0.159621641;2883.224701;9
scenario13233;13233;2;44;20;34;0.572683393;0.699966514;0.58664646;6.965378431;0.415462137;1941.84369;0.160086147;2830.62008;9
scenario13234;13234;42;2;22;34;0.597600033;0.693569439;0.553139289;1.327318384;0.376341096;3775.068425;0.150908918;3937.548092;9
scenario13235;13235;40;4;22;34;0.597101196;0.694078894;0.554749341;1.341413534;0.378154854;3685.235041;0.151325998;3884.943471;9
scenario13236;13236;38;6;22;34;0.596602359;0.694588349;0.556359393;1.356992384;0.379984521;3595.401657;0.151745345;3832.33885;9
scenario13237;13237;36;8;22;34;0.596103523;0.695097804;0.557969445;1.374302217;0.381830306;3505.568274;0.152166979;3779.734229;9
scenario13238;13238;34;10;22;34;0.595604686;0.69560726;0.559579498;1.393648502;0.383692424;3415.73489;0.152590917;3727.129608;9
scenario13239;13239;32;12;22;34;0.59510585;0.696116715;0.56118955;1.415413072;0.385571092;3325.901506;0.153017177;3674.524987;9
scenario1324;1324;50;36;10;4;0.431027568;0.649924088;0.578927005;1.073274031;0.367306205;3701.009327;0.15477824;3497.877626;9
scenario13240;13240;30;14;22;34;0.594607013;0.69662617;0.562799602;1.440079585;0.387466532;3236.068123;0.153445777;3621.920366;9
scenario13241;13241;28;16;22;34;0.594108176;0.697135625;0.564409654;1.468269885;0.38937897;3146.234739;0.153876736;3569.315745;9
scenario13242;13242;26;18;22;34;0.59360934;0.697645081;0.566019706;1.500797154;0.391308634;3056.401356;0.154310072;3516.711124;9
scenario13243;13243;24;20;22;34;0.593110503;0.698154536;0.567629758;1.538745635;0.39325576;2966.567972;0.154745805;3464.106503;9
scenario13244;13244;22;22;22;34;0.592611667;0.698663991;0.56923981;1.58359384;0.395220584;2876.734588;0.155183954;3411.501882;9
scenario13245;13245;20;24;22;34;0.59211283;0.699173446;0.570849862;1.637411686;0.39720335;2786.901205;0.155624537;3358.897261;9
scenario13246;13246;18;26;22;34;0.591613993;0.699682901;0.572459914;1.703189053;0.399204305;2697.067821;0.156067574;3306.292641;9
scenario13247;13247;16;28;22;34;0.591115157;0.700192357;0.574069966;1.785410762;0.401223699;2607.234437;0.156513085;3253.68802;9
scenario13248;13248;14;30;22;34;0.59061632;0.700701812;0.575680018;1.891124388;0.403261789;2517.401054;0.15696109;3201.083399;9
scenario13249;13249;12;32;22;34;0.590117484;0.701211267;0.57729007;2.03207589;0.405318836;2427.56767;0.157411609;3148.478778;9
scenario1325;1325;48;38;10;4;0.430528732;0.650433544;0.580537057;1.074434808;0.369063276;3611.175943;0.155207154;3445.273005;9
scenario13250;13250;10;34;22;34;0.589618647;0.701720722;0.578900122;2.229407991;0.407395105;2337.734286;0.157864662;3095.874157;9
scenario13251;13251;8;36;22;34;0.58911981;0.702230178;0.580510174;2.525406144;0.409490867;2247.900903;0.15832027;3043.269536;9
scenario13252;13252;6;38;22;34;0.588620974;0.702739633;0.582120226;3.018736398;0.411606398;2158.067519;0.158778453;2990.664915;9
scenario13253;13253;4;40;22;34;0.588122137;0.703249088;0.583730278;4.005396906;0.413741979;2068.234135;0.159239232;2938.060294;9
scenario13254;13254;2;42;22;34;0.587623301;0.703758543;0.58534033;6.965378431;0.415897896;1978.400752;0.159702629;2885.455673;9
scenario13255;13255;40;2;24;34;0.612041103;0.697870924;0.553443212;1.341413534;0.378528387;3721.792103;0.150963341;3939.779063;9
scenario13256;13256;38;4;24;34;0.611542267;0.698380379;0.555053264;1.356992384;0.380360991;3631.958719;0.151381681;3887.174443;9
scenario13257;13257;36;6;24;34;0.61104343;0.698889834;0.556663316;1.374302217;0.382209751;3542.125336;0.151802302;3834.569822;9
scenario13258;13258;34;8;24;34;0.610544594;0.699399289;0.558273368;1.393648502;0.384074882;3452.291952;0.152225222;3781.965201;9
scenario13259;13259;32;10;24;34;0.610045757;0.699908745;0.55988342;1.415413072;0.385956602;3362.458568;0.152650459;3729.36058;9
scenario1326;1326;46;40;10;4;0.430029895;0.650942999;0.582147109;1.075696522;0.370835607;3521.342559;0.155638404;3392.668384;9
scenario13260;13260;30;12;24;34;0.60954692;0.7004182;0.561493472;1.440079585;0.387855133;3272.625185;0.153078031;3676.755959;9
scenario13261;13261;28;14;24;34;0.609048084;0.700927655;0.563103524;1.468269885;0.389770702;3182.791801;0.153507956;3624.151338;9
scenario13262;13262;26;16;24;34;0.608549247;0.70143711;0.564713576;1.500797154;0.391703539;3092.958417;0.153940254;3571.546717;9
scenario13263;13263;24;18;24;34;0.608050411;0.701946565;0.566323628;1.538745635;0.393653878;3003.125034;0.154374943;3518.942096;9
scenario13264;13264;22;20;24;34;0.607551574;0.702456021;0.56793368;1.58359384;0.395621958;2913.29165;0.154812042;3466.337475;9
scenario13265;13265;20;22;24;34;0.607052737;0.702965476;0.569543732;1.637411686;0.397608023;2823.458266;0.15525157;3413.732854;9
scenario13266;13266;18;24;24;34;0.606553901;0.703474931;0.571153784;1.703189053;0.39961232;2733.624883;0.155693546;3361.128233;9
scenario13267;13267;16;26;24;34;0.606055064;0.703984386;0.572763836;1.785410762;0.401635101;2643.791499;0.156137992;3308.523612;9
scenario13268;13268;14;28;24;34;0.605556228;0.704493842;0.574373888;1.891124388;0.403676624;2553.958116;0.156584925;3255.918991;9
scenario13269;13269;12;30;24;34;0.605057391;0.705003297;0.57598394;2.03207589;0.405737149;2464.124732;0.157034366;3203.314371;9
scenario1327;1327;44;42;10;4;0.429531058;0.651452454;0.583757161;1.077072938;0.372623399;3431.509176;0.156072008;3340.063763;9
scenario13270;13270;10;32;24;34;0.604558555;0.705512752;0.577593992;2.229407991;0.407816944;2374.291348;0.157486336;3150.70975;9
scenario13271;13271;8;34;24;34;0.604059718;0.706022207;0.579204044;2.525406144;0.40991628;2284.457965;0.157940855;3098.105129;9
scenario13272;13272;6;36;24;34;0.603560881;0.706531662;0.580814097;3.018736398;0.412035433;2194.624581;0.158397944;3045.500508;9
scenario13273;13273;4;38;24;34;0.603062045;0.707041118;0.582424149;4.005396906;0.414174687;2104.791197;0.158857623;2992.895887;9
scenario13274;13274;2;40;24;34;0.602563208;0.707550573;0.584034201;6.965378431;0.416334327;2014.957814;0.159319914;2940.291266;9
scenario13275;13275;38;2;26;34;0.626482174;0.702172409;0.553747134;1.356992384;0.380737996;3668.515781;0.151018758;3942.010035;9
scenario13276;13276;36;4;26;34;0.625983338;0.702681864;0.555357186;1.374302217;0.382589738;3578.682397;0.15143837;3889.405414;9
scenario13277;13277;34;6;26;34;0.625484501;0.703191319;0.556967238;1.393648502;0.384457888;3488.849014;0.151860276;3836.800794;9
scenario13278;13278;32;8;26;34;0.624985665;0.703700774;0.55857729;1.415413072;0.386342667;3399.01563;0.152284493;3784.196173;9
scenario13279;13279;30;10;26;34;0.624486828;0.704210229;0.560187342;1.440079585;0.388244296;3309.182247;0.15271104;3731.591552;9
scenario1328;1328;42;44;10;4;0.429032222;0.651961909;0.585367213;1.07858044;0.374426855;3341.675792;0.156507984;3287.459143;9
scenario13280;13280;28;12;26;34;0.623987991;0.704719685;0.561797394;1.468269885;0.390163003;3219.348863;0.153139935;3678.986931;9
scenario13281;13281;26;14;26;34;0.623489155;0.70522914;0.563407446;1.500797154;0.392099019;3129.515479;0.153571197;3626.38231;9
scenario13282;13282;24;16;26;34;0.622990318;0.705738595;0.565017498;1.538745635;0.394052579;3039.682096;0.154004845;3573.777689;9
scenario13283;13283;22;18;26;34;0.622491482;0.70624805;0.56662755;1.58359384;0.396023922;2949.848712;0.154440897;3521.173068;9
scenario13284;13284;20;20;26;34;0.621992645;0.706757506;0.568237602;1.637411686;0.398013294;2860.015328;0.154879374;3468.568447;9
scenario13285;13285;18;22;26;34;0.621493808;0.707266961;0.569847654;1.703189053;0.400020941;2770.181945;0.155320293;3415.963826;9
scenario13286;13286;16;24;26;34;0.620994972;0.707776416;0.571457707;1.785410762;0.402047117;2680.348561;0.155763676;3363.359205;9
scenario13287;13287;14;26;26;34;0.620496135;0.708285871;0.573067759;1.891124388;0.40409208;2590.515177;0.156209541;3310.754584;9
scenario13288;13288;12;28;26;34;0.619997299;0.708795326;0.574677811;2.03207589;0.406156092;2500.681794;0.156657908;3258.149963;9
scenario13289;13289;10;30;26;34;0.619498462;0.709304782;0.576287863;2.229407991;0.408239421;2410.84841;0.157108799;3205.545342;9
scenario1329;1329;40;46;10;4;0.428533385;0.652471365;0.586977265;1.080238693;0.376246181;3251.842408;0.156946352;3234.854522;9
scenario13290;13290;8;32;26;34;0.618999625;0.709814237;0.577897915;2.525406144;0.41034234;2321.015026;0.157562233;3152.940721;9
scenario13291;13291;6;34;26;34;0.618500789;0.710323692;0.579507967;3.018736398;0.412465124;2231.181643;0.15801823;3100.336101;9
scenario13292;13292;4;36;26;34;0.618001952;0.710833147;0.581118019;4.005396906;0.414608059;2141.348259;0.158476813;3047.73148;9
scenario13293;13293;2;38;26;34;0.617503116;0.711342603;0.582728071;6.965378431;0.416771431;2051.514875;0.158938001;2995.126859;9
scenario13294;13294;36;2;28;34;0.640923245;0.706473893;0.554051056;1.374302217;0.382970267;3615.239459;0.151075182;3944.241007;9
scenario13295;13295;34;4;28;34;0.640424409;0.706983349;0.555661108;1.393648502;0.384841444;3525.406076;0.151496076;3891.636386;9
scenario13296;13296;32;6;28;34;0.639925572;0.707492804;0.55727116;1.415413072;0.386729288;3435.572692;0.151919276;3839.031765;9
scenario13297;13297;30;8;28;34;0.639426736;0.708002259;0.558881212;1.440079585;0.388634022;3345.739308;0.152344801;3786.427144;9
scenario13298;13298;28;10;28;34;0.638927899;0.708511714;0.560491264;1.468269885;0.390555874;3255.905925;0.15277267;3733.822524;9
scenario13299;13299;26;12;28;34;0.638429062;0.70902117;0.562101317;1.500797154;0.392495077;3166.072541;0.153202899;3681.217903;9
scenario133;133;12;80;6;2;0.386407967;0.650762655;0.61375633;1.103454235;0.402714875;1906.790896;0.164371948;2367.313617;9
scenario1330;1330;38;48;10;4;0.428034549;0.65298082;0.588587317;1.082071499;0.378081588;3162.009025;0.157387131;3182.249901;9
scenario13300;13300;24;14;28;34;0.637930226;0.709530625;0.563711369;1.538745635;0.394451865;3076.239157;0.15363551;3628.613282;9
scenario13301;13301;22;16;28;34;0.637431389;0.71004008;0.565321421;1.58359384;0.396426479;2986.405774;0.154070519;3576.008661;9
scenario13302;13302;20;18;28;34;0.636932553;0.710549535;0.566931473;1.637411686;0.398419164;2896.57239;0.154507947;3523.40404;9
scenario13303;13303;18;20;28;34;0.636433716;0.71105899;0.568541525;1.703189053;0.400430169;2806.739007;0.154947813;3470.799419;9
scenario13304;13304;16;22;28;34;0.635934879;0.711568446;0.570151577;1.785410762;0.402459749;2716.905623;0.155390136;3418.194798;9
scenario13305;13305;14;24;28;34;0.635436043;0.712077901;0.571761629;1.891124388;0.40450816;2627.072239;0.155834936;3365.590177;9
scenario13306;13306;12;26;28;34;0.634937206;0.712587356;0.573371681;2.03207589;0.406575668;2537.238856;0.156282233;3312.985556;9
scenario13307;13307;10;28;28;34;0.63443837;0.713096811;0.574981733;2.229407991;0.408662539;2447.405472;0.156732048;3260.380935;9
scenario13308;13308;8;30;28;34;0.633939533;0.713606267;0.576591785;2.525406144;0.410769048;2357.572088;0.1571844;3207.776314;9
scenario13309;13309;6;32;28;34;0.633440696;0.714115722;0.578201837;3.018736398;0.412895472;2267.738705;0.15763931;3155.171693;9
scenario1331;1331;36;50;10;4;0.427535712;0.653490275;0.590197369;1.08410795;0.37993329;3072.175641;0.157830339;3129.64528;9
scenario13310;13310;4;34;28;34;0.63294186;0.714625177;0.579811889;4.005396906;0.415042097;2177.905321;0.1580968;3102.567072;9
scenario13311;13311;2;36;28;34;0.632443023;0.715134632;0.581421941;6.965378431;0.41720921;2088.071937;0.158556889;3049.962451;9
scenario13312;13312;34;2;30;34;0.655364316;0.710775378;0.554354979;1.393648502;0.385225549;3561.963138;0.151132621;3946.471979;9
scenario13313;13313;32;4;30;34;0.65486548;0.711284834;0.555965031;1.415413072;0.387116466;3472.129754;0.151554808;3893.867358;9
scenario13314;13314;30;6;30;34;0.654366643;0.711794289;0.557575083;1.440079585;0.389024312;3382.29637;0.151979314;3841.262737;9
scenario13315;13315;28;8;30;34;0.653867807;0.712303744;0.559185135;1.468269885;0.390949317;3292.462987;0.152406159;3788.658116;9
scenario13316;13316;26;10;30;34;0.65336897;0.712813199;0.560795187;1.500797154;0.392891713;3202.629603;0.15283536;3736.053495;9
scenario13317;13317;24;12;30;34;0.652870133;0.713322654;0.562405239;1.538745635;0.394851736;3112.796219;0.153266936;3683.448874;9
scenario13318;13318;22;14;30;34;0.652371297;0.71383211;0.564015291;1.58359384;0.396829629;3022.962836;0.153700905;3630.844254;9
scenario13319;13319;20;16;30;34;0.65187246;0.714341565;0.565625343;1.637411686;0.398825636;2933.129452;0.154137288;3578.239633;9
scenario1332;1332;34;52;10;4;0.427036875;0.65399973;0.591807421;1.086383984;0.381801504;2982.342257;0.158275995;3077.040659;9
scenario13320;13320;18;18;30;34;0.651373624;0.71485102;0.567235395;1.703189053;0.400840007;2843.296068;0.154576104;3525.635012;9
scenario13321;13321;16;20;30;34;0.650874787;0.715360475;0.568845447;1.785410762;0.402872997;2753.462685;0.155017371;3473.030391;9
scenario13322;13322;14;22;30;34;0.65037595;0.715869931;0.570455499;1.891124388;0.404924865;2663.629301;0.155461109;3420.42577;9
scenario13323;13323;12;24;30;34;0.649877114;0.716379386;0.572065551;2.03207589;0.406995875;2573.795917;0.15590734;3367.821149;9
scenario13324;13324;10;26;30;34;0.649378277;0.716888841;0.573675603;2.229407991;0.409086298;2483.962534;0.156356082;3315.216528;9
scenario13325;13325;8;28;30;34;0.648879441;0.717398296;0.575285655;2.525406144;0.411196406;2394.12915;0.156807356;3262.611907;9
scenario13326;13326;6;30;30;34;0.648380604;0.717907751;0.576895707;3.018736398;0.413326479;2304.295767;0.157261182;3210.007286;9
scenario13327;13327;4;32;30;34;0.647881767;0.718417207;0.578505759;4.005396906;0.415476801;2214.462383;0.157717582;3157.402665;9
scenario13328;13328;2;34;30;34;0.647382931;0.718926662;0.580115811;6.965378431;0.417647664;2124.628999;0.158176576;3104.798044;9
scenario13329;13329;32;2;32;34;0.669805387;0.715076863;0.554658901;1.415413072;0.387504202;3508.686816;0.151191086;3948.702951;9
scenario1333;1333;32;54;10;4;0.426538039;0.654509185;0.593417473;1.088944521;0.383686454;2892.508874;0.15872412;3024.436038;9
scenario13330;13330;30;4;32;34;0.669306551;0.715586318;0.556268953;1.440079585;0.389415168;3418.853432;0.151614578;3896.09833;9
scenario13331;13331;28;6;32;34;0.668807714;0.716095774;0.557879005;1.468269885;0.391343332;3329.020049;0.152040402;3843.493709;9
scenario13332;13332;26;8;32;34;0.668308878;0.716605229;0.559489057;1.500797154;0.393288929;3239.186665;0.152468577;3790.889088;9
scenario13333;13333;24;10;32;34;0.667810041;0.717114684;0.561099109;1.538745635;0.395252196;3149.353281;0.152899121;3738.284467;9
scenario13334;13334;22;12;32;34;0.667311204;0.717624139;0.562709161;1.58359384;0.397233374;3059.519898;0.153332055;3685.679846;9
scenario13335;13335;20;14;32;34;0.666812368;0.718133595;0.564319213;1.637411686;0.39923271;2969.686514;0.153767396;3633.075225;9
scenario13336;13336;18;16;32;34;0.666313531;0.71864305;0.565929265;1.703189053;0.401250454;2879.85313;0.154205164;3580.470604;9
scenario13337;13337;16;18;32;34;0.665814695;0.719152505;0.567539317;1.785410762;0.403286863;2790.019747;0.154645379;3527.865984;9
scenario13338;13338;14;20;32;34;0.665315858;0.71966196;0.569149369;1.891124388;0.405342196;2700.186363;0.155088059;3475.261363;9
scenario13339;13339;12;22;32;34;0.664817021;0.720171415;0.570759421;2.03207589;0.407416718;2610.352979;0.155533226;3422.656742;9
scenario1334;1334;30;56;10;4;0.426039202;0.655018641;0.595027525;1.091846464;0.385588364;2802.67549;0.159174733;2971.831417;9
scenario13340;13340;10;24;32;34;0.664318185;0.720680871;0.572369473;2.229407991;0.409510699;2520.519596;0.155980899;3370.052121;9
scenario13341;13341;8;26;32;34;0.663819348;0.721190326;0.573979526;2.525406144;0.411624415;2430.686212;0.156431098;3317.4475;9
scenario13342;13342;6;28;32;34;0.663320512;0.721699781;0.575589578;3.018736398;0.413758145;2340.852828;0.156883844;3264.842879;9
scenario13343;13343;4;30;32;34;0.662821675;0.722209236;0.57719963;4.005396906;0.415912175;2251.019445;0.157339158;3212.238258;9
scenario13344;13344;2;32;32;34;0.662322838;0.722718692;0.578809682;6.965378431;0.418086797;2161.186061;0.15779706;3159.633637;9
scenario13345;13345;30;2;34;34;0.684246458;0.719378348;0.554962823;1.440079585;0.38980659;3455.410494;0.151250589;3950.933923;9
scenario13346;13346;28;4;34;34;0.683747622;0.719887803;0.556572875;1.468269885;0.391737921;3365.57711;0.151675396;3898.329302;9
scenario13347;13347;26;6;34;34;0.683248785;0.720397259;0.558182927;1.500797154;0.393686726;3275.743727;0.152102549;3845.724681;9
scenario13348;13348;24;8;34;34;0.682749949;0.720906714;0.559792979;1.538745635;0.395653243;3185.910343;0.152532066;3793.12006;9
scenario13349;13349;22;10;34;34;0.682251112;0.721416169;0.561403031;1.58359384;0.397637715;3096.076959;0.152963966;3740.515439;9
scenario1335;1335;28;58;10;4;0.425540366;0.655528096;0.596637577;1.09516297;0.387507465;2712.842106;0.159627853;2919.226796;9
scenario13350;13350;20;12;34;34;0.681752275;0.721925624;0.563013083;1.637411686;0.399640387;3006.243576;0.153398269;3687.910818;9
scenario13351;13351;18;14;34;34;0.681253439;0.722435079;0.564623136;1.703189053;0.401661513;2916.410192;0.153834993;3635.306197;9
scenario13352;13352;16;16;34;34;0.680754602;0.722944535;0.566233188;1.785410762;0.403701349;2826.576808;0.154274158;3582.701576;9
scenario13353;13353;14;18;34;34;0.680255766;0.72345399;0.56784324;1.891124388;0.405760154;2736.743425;0.154715784;3530.096955;9
scenario13354;13354;12;20;34;34;0.679756929;0.723963445;0.569453292;2.03207589;0.407838196;2646.910041;0.155159891;3477.492335;9
scenario13355;13355;10;22;34;34;0.679258092;0.7244729;0.571063344;2.229407991;0.409935745;2557.076658;0.155606498;3424.887714;9
scenario13356;13356;8;24;34;34;0.678759256;0.724982356;0.572673396;2.525406144;0.412053076;2467.243274;0.156055625;3372.283093;9
scenario13357;13357;6;26;34;34;0.678260419;0.725491811;0.574283448;3.018736398;0.414190472;2377.40989;0.156507295;3319.678472;9
scenario13358;13358;4;28;34;34;0.677761583;0.726001266;0.5758935;4.005396906;0.416348219;2287.576507;0.156961526;3267.073851;9
scenario13359;13359;2;30;34;34;0.677262746;0.726510721;0.577503552;6.965378431;0.418526608;2197.743123;0.157418339;3214.46923;9
scenario1336;1336;26;60;10;4;0.425041529;0.656037551;0.598247629;1.098989707;0.38944399;2623.008723;0.160083501;2866.622175;9
scenario13360;13360;28;2;36;34;0.698687529;0.723679833;0.555266746;1.468269885;0.392133085;3402.134172;0.151311141;3953.164895;9
scenario13361;13361;26;4;36;34;0.698188693;0.724189288;0.556876798;1.500797154;0.394085106;3312.300789;0.151737274;3900.560274;9
scenario13362;13362;24;6;36;34;0.697689856;0.724698743;0.55848685;1.538745635;0.396054881;3222.467405;0.152165766;3847.955653;9
